question_id,company_id,source_url,doc_title,source_type,page_or_section,source_priority,crawl_allowed,link_check,source_detail_note,file_url,evidence_text,confidence
emni-0260,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0261,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0262,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0263,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260323000723,2025_outcmpnyDrctrNdChangeSttus.json,dataset_excel_reference,2025_outcmpnyDrctrNdChangeSttus.json,1,True,direct filing page,,colletor-ai/output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_주요정보/2025_outcmpnyDrctrNdChangeSttus.json,이사 7 − 사외이사 3,high
emni-0264,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321001534,2024_outcmpnyDrctrNdChangeSttus.json,dataset_excel_reference,2024_outcmpnyDrctrNdChangeSttus.json,1,True,direct filing page,,colletor-ai/output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_주요정보/2024_outcmpnyDrctrNdChangeSttus.json,4 (2024),high
emni-0265,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001778,2023_outcmpnyDrctrNdChangeSttus.json,dataset_excel_reference,2023_outcmpnyDrctrNdChangeSttus.json,1,True,direct filing page,,colletor-ai/output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_주요정보/2023_outcmpnyDrctrNdChangeSttus.json,5 (2023),high
emni-0266,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260323000723,2025_outcmpnyDrctrNdChangeSttus.json,dataset_excel_reference,2025_outcmpnyDrctrNdChangeSttus.json,1,True,direct filing page,,colletor-ai/output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_주요정보/2025_outcmpnyDrctrNdChangeSttus.json,사외이사 3,high
emni-0267,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250321001534,2024_outcmpnyDrctrNdChangeSttus.json,dataset_excel_reference,2024_outcmpnyDrctrNdChangeSttus.json,1,True,direct filing page,,colletor-ai/output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_주요정보/2024_outcmpnyDrctrNdChangeSttus.json,3 (2024),high
emni-0268,emni,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240321001778,2023_outcmpnyDrctrNdChangeSttus.json,dataset_excel_reference,2023_outcmpnyDrctrNdChangeSttus.json,1,True,direct filing page,,colletor-ai/output_restart_emni_20260617/이엠앤아이_일반자료_20260617/02_재무_신용/DART_주요정보/2023_outcmpnyDrctrNdChangeSttus.json,3 (2023),high
emni-0269,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0270,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0271,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0272,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0273,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0274,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0275,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0276,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0277,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0278,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
emni-0279,emni,,,dataset_excel_reference,,,False,,,,Not disclosed,
